CustomerKey,ModelName,ImplictRating
11793,Sport-100,1
18932,Sport-100,1
16971,Sport-100,1
13049,Sport-100,1
26960,Sport-100,1
23944,Sport-100,1
19471,Sport-100,1
22688,Sport-100,1
13037,Sport-100,1
12332,Sport-100,1
24115,Sport-100,1
15720,Sport-100,1
17130,Sport-100,1
13208,Sport-100,1
17835,Sport-100,1
29080,Sport-100,1
27824,Sport-100,1
24654,Sport-100,1
16259,Sport-100,1
14452,Sport-100,1
15708,Sport-100,1
19630,Sport-100,1
17669,Sport-100,1
13196,Sport-100,1
22681,Sport-100,1
23937,Sport-100,1
20169,Sport-100,1
22130,Sport-100,1
14991,Sport-100,1
16952,Sport-100,1
17320,Sport-100,1
12142,Sport-100,1
15193,Sport-100,1
22332,Sport-100,1
20525,Sport-100,1
19820,Sport-100,1
16437,Sport-100,1
22320,Sport-100,1
23576,Sport-100,1
25537,Sport-100,1
21615,Sport-100,1
11964,Sport-100,1
15181,Sport-100,1
17296,Sport-100,1
26580,Sport-100,1
12840,Sport-100,1
28007,Sport-100,1
29263,Sport-100,1
26200,Sport-100,1
21774,Sport-100,1
15891,Sport-100,1
15340,Sport-100,1
22479,Sport-100,1
20518,Sport-100,1
18006,Sport-100,1
23569,Sport-100,1
21057,Sport-100,1
22313,Sport-100,1
24274,Sport-100,1
16584,Sport-100,1
14623,Sport-100,1
19801,Sport-100,1
12111,Sport-100,1
26573,Sport-100,1
26022,Sport-100,1
24813,Sport-100,1
27646,Sport-100,1
26941,Sport-100,1
13569,Sport-100,1
14274,Sport-100,1
12313,Sport-100,1
29441,Sport-100,1
26929,Sport-100,1
26224,Sport-100,1
19991,Sport-100,1
21952,Sport-100,1
18184,Sport-100,1
19440,Sport-100,1
11596,Sport-100,1
11045,Sport-100,1
29429,Sport-100,1
20530,Sport-100,1
14096,Sport-100,1
16057,Sport-100,1
23196,Sport-100,1
23918,Sport-100,1
20150,Sport-100,1
14267,Sport-100,1
21406,Sport-100,1
23367,Sport-100,1
17638,Sport-100,1
14972,Sport-100,1
16933,Sport-100,1
20855,Sport-100,1
13011,Sport-100,1
28883,Sport-100,1
19433,Sport-100,1
15511,Sport-100,1
22650,Sport-100,1
14806,Sport-100,1
12999,Sport-100,1
20138,Sport-100,1
14255,Sport-100,1
28871,Sport-100,1
26910,Sport-100,1
25150,Sport-100,1
23189,Sport-100,1
24445,Sport-100,1
20677,Sport-100,1
21933,Sport-100,1
16050,Sport-100,1
23894,Sport-100,1
18165,Sport-100,1
13538,Sport-100,1
17460,Sport-100,1
21596,Sport-100,1
25518,Sport-100,1
15162,Sport-100,1
19084,Sport-100,1
11394,Sport-100,1
12650,Sport-100,1
29073,Sport-100,1
15701,Sport-100,1
21584,Sport-100,1
20879,Sport-100,1
24801,Sport-100,1
11228,Sport-100,1
19072,Sport-100,1
12484,Sport-100,1
27805,Sport-100,1
24635,Sport-100,1
14984,Sport-100,1
18906,Sport-100,1
20867,Sport-100,1
17650,Sport-100,1
13728,Sport-100,1
11767,Sport-100,1
21572,Sport-100,1
11216,Sport-100,1
12643,Sport-100,1
16565,Sport-100,1
21743,Sport-100,1
11387,Sport-100,1
13348,Sport-100,1
17270,Sport-100,1
26554,Sport-100,1
14438,Sport-100,1
22282,Sport-100,1
20321,Sport-100,1
21577,Sport-100,1
25499,Sport-100,1
12631,Sport-100,1
27247,Sport-100,1
24077,Sport-100,1
13721,Sport-100,1
22821,Sport-100,1
20860,Sport-100,1
13170,Sport-100,1
16387,Sport-100,1
11914,Sport-100,1
17797,Sport-100,1
26530,Sport-100,1
27786,Sport-100,1
28705,Sport-100,1
27449,Sport-100,1
26898,Sport-100,1
23728,Sport-100,1
12116,Sport-100,1
19960,Sport-100,1
21216,Sport-100,1
11565,Sport-100,1
17448,Sport-100,1
14782,Sport-100,1
16743,Sport-100,1
12821,Sport-100,1
28693,Sport-100,1
25523,Sport-100,1
15872,Sport-100,1
13360,Sport-100,1
21204,Sport-100,1
16731,Sport-100,1
12809,Sport-100,1
12104,Sport-100,1
26720,Sport-100,1
16411,Sport-100,1
22294,Sport-100,1
26891,Sport-100,1
26186,Sport-100,1
23170,Sport-100,1
24426,Sport-100,1
14775,Sport-100,1
14070,Sport-100,1
21914,Sport-100,1
12263,Sport-100,1
28686,Sport-100,1
29391,Sport-100,1
24965,Sport-100,1
22453,Sport-100,1
19941,Sport-100,1
14058,Sport-100,1
12097,Sport-100,1
23158,Sport-100,1
21197,Sport-100,1
12802,Sport-100,1
16724,Sport-100,1
27969,Sport-100,1
27418,Sport-100,1
28674,Sport-100,1
24248,Sport-100,1
21736,Sport-100,1
23697,Sport-100,1
19224,Sport-100,1
15302,Sport-100,1
20480,Sport-100,1
22441,Sport-100,1
14597,Sport-100,1
25321,Sport-100,1
24616,Sport-100,1
22809,Sport-100,1
16221,Sport-100,1
18336,Sport-100,1
15670,Sport-100,1
17631,Sport-100,1
19592,Sport-100,1
28325,Sport-100,1
26364,Sport-100,1
25155,Sport-100,1
24604,Sport-100,1
20131,Sport-100,1
18170,Sport-100,1
14248,Sport-100,1
15504,Sport-100,1
17619,Sport-100,1
11736,Sport-100,1
16914,Sport-100,1
14953,Sport-100,1
12992,Sport-100,1
20836,Sport-100,1
25143,Sport-100,1
21375,Sport-100,1
14787,Sport-100,1
14236,Sport-100,1
19585,Sport-100,1
23507,Sport-100,1
20841,Sport-100,1
16368,Sport-100,1
14407,Sport-100,1
11895,Sport-100,1
28318,Sport-100,1
25302,Sport-100,1
24597,Sport-100,1
22790,Sport-100,1
14946,Sport-100,1
12434,Sport-100,1
17612,Sport-100,1
13690,Sport-100,1
11178,Sport-100,1
25136,Sport-100,1
24585,Sport-100,1
22073,Sport-100,1
15485,Sport-100,1
23329,Sport-100,1
11717,Sport-100,1
13678,Sport-100,1
18856,Sport-100,1
11012,Sport-100,1
16895,Sport-100,1
12973,Sport-100,1
28140,Sport-100,1
17968,Sport-100,1
12085,Sport-100,1
28508,Sport-100,1
26701,Sport-100,1
25492,Sport-100,1
15136,Sport-100,1
21019,Sport-100,1
24236,Sport-100,1
18507,Sport-100,1
12624,Sport-100,1
19763,Sport-100,1
17802,Sport-100,1
12073,Sport-100,1
17251,Sport-100,1
26535,Sport-100,1
25984,Sport-100,1
11356,Sport-100,1
12612,Sport-100,1
27779,Sport-100,1
24058,Sport-100,1
21717,Sport-100,1
19205,Sport-100,1
11361,Sport-100,1
18500,Sport-100,1
20461,Sport-100,1
22422,Sport-100,1
17949,Sport-100,1
29194,Sport-100,1
28489,Sport-100,1
26682,Sport-100,1
27938,Sport-100,1
25977,Sport-100,1
15117,Sport-100,1
16373,Sport-100,1
24217,Sport-100,1
18488,Sport-100,1
21705,Sport-100,1
12054,Sport-100,1
16361,Sport-100,1
20283,Sport-100,1
25124,Sport-100,1
23163,Sport-100,1
19395,Sport-100,1
14768,Sport-100,1
16883,Sport-100,1
12961,Sport-100,1
11000,Sport-100,1
20100,Sport-100,1
14217,Sport-100,1
25663,Sport-100,1
25112,Sport-100,1
24407,Sport-100,1
19934,Sport-100,1
18127,Sport-100,1
12244,Sport-100,1
13500,Sport-100,1
19383,Sport-100,1
11539,Sport-100,1
22434,Sport-100,1
25651,Sport-100,1
16000,Sport-100,1
19922,Sport-100,1
17961,Sport-100,1
19217,Sport-100,1
13334,Sport-100,1
20093,Sport-100,1
16171,Sport-100,1
15466,Sport-100,1
13659,Sport-100,1
17581,Sport-100,1
16876,Sport-100,1
20798,Sport-100,1
23849,Sport-100,1
25105,Sport-100,1
21337,Sport-100,1
14749,Sport-100,1
16864,Sport-100,1
14198,Sport-100,1
12237,Sport-100,1
11686,Sport-100,1
26853,Sport-100,1
24388,Sport-100,1
12776,Sport-100,1
14032,Sport-100,1
18108,Sport-100,1
17771,Sport-100,1
11888,Sport-100,1
13144,Sport-100,1
16515,Sport-100,1
27760,Sport-100,1
28465,Sport-100,1
25295,Sport-100,1
19566,Sport-100,1
13683,Sport-100,1
22783,Sport-100,1
13132,Sport-100,1
19015,Sport-100,1
14388,Sport-100,1
11876,Sport-100,1
23322,Sport-100,1
12415,Sport-100,1
17042,Sport-100,1
28287,Sport-100,1
12035,Sport-100,1
17213,Sport-100,1
13291,Sport-100,1
26497,Sport-100,1
22776,Sport-100,1
14381,Sport-100,1
25442,Sport-100,1
11869,Sport-100,1
19008,Sport-100,1
15086,Sport-100,1
20969,Sport-100,1
18457,Sport-100,1
21508,Sport-100,1
19547,Sport-100,1
20803,Sport-100,1
20252,Sport-100,1
11857,Sport-100,1
25264,Sport-100,1
26136,Sport-100,1
29353,Sport-100,1
19903,Sport-100,1
12059,Sport-100,1
19198,Sport-100,1
21159,Sport-100,1
11508,Sport-100,1
18647,Sport-100,1
29187,Sport-100,1
26675,Sport-100,1
26124,Sport-100,1
19737,Sport-100,1
23659,Sport-100,1
22954,Sport-100,1
11342,Sport-100,1
17225,Sport-100,1
14008,Sport-100,1
17930,Sport-100,1
26663,Sport-100,1
25454,Sport-100,1
24749,Sport-100,1
22942,Sport-100,1
16354,Sport-100,1
24198,Sport-100,1
14547,Sport-100,1
20430,Sport-100,1
15803,Sport-100,1
19725,Sport-100,1
13842,Sport-100,1
25625,Sport-100,1
23113,Sport-100,1
22408,Sport-100,1
14718,Sport-100,1
18640,Sport-100,1
12757,Sport-100,1
14013,Sport-100,1
21857,Sport-100,1
15974,Sport-100,1
18089,Sport-100,1
13462,Sport-100,1
19345,Sport-100,1
17384,Sport-100,1
28078,Sport-100,1
27373,Sport-100,1
24908,Sport-100,1
20435,Sport-100,1
24357,Sport-100,1
21691,Sport-100,1
25613,Sport-100,1
15962,Sport-100,1
14001,Sport-100,1
23101,Sport-100,1
15257,Sport-100,1
18628,Sport-100,1
12745,Sport-100,1
27912,Sport-100,1
25447,Sport-100,1
15796,Sport-100,1
20423,Sport-100,1
22384,Sport-100,1
16655,Sport-100,1
14908,Sport-100,1
18279,Sport-100,1
17023,Sport-100,1
28268,Sport-100,1
26307,Sport-100,1
27563,Sport-100,1
25756,Sport-100,1
24547,Sport-100,1
23842,Sport-100,1
22035,Sport-100,1
14191,Sport-100,1
20074,Sport-100,1
16152,Sport-100,1
19369,Sport-100,1
11679,Sport-100,1
13640,Sport-100,1
28102,Sport-100,1
26295,Sport-100,1
15986,Sport-100,1
25086,Sport-100,1
20613,Sport-100,1
18101,Sport-100,1
14179,Sport-100,1
20062,Sport-100,1
27385,Sport-100,1
28090,Sport-100,1
13094,Sport-100,1
17016,Sport-100,1
18272,Sport-100,1
20233,Sport-100,1
14350,Sport-100,1
17721,Sport-100,1
11838,Sport-100,1
27005,Sport-100,1
23284,Sport-100,1
24540,Sport-100,1
12928,Sport-100,1
20067,Sport-100,1
15594,Sport-100,1
13633,Sport-100,1
17004,Sport-100,1
25079,Sport-100,1
25737,Sport-100,1
26993,Sport-100,1
22016,Sport-100,1
16133,Sport-100,1
11660,Sport-100,1
13621,Sport-100,1
12916,Sport-100,1
26276,Sport-100,1
27900,Sport-100,1
23474,Sport-100,1
24730,Sport-100,1
22218,Sport-100,1
20411,Sport-100,1
13823,Sport-100,1
11311,Sport-100,1
13272,Sport-100,1
28439,Sport-100,1
22757,Sport-100,1
25423,Sport-100,1
17733,Sport-100,1
11850,Sport-100,1
15067,Sport-100,1
28978,Sport-100,1
13645,Sport-100,1
22745,Sport-100,1
29303,Sport-100,1
28752,Sport-100,1
25582,Sport-100,1
13111,Sport-100,1
21109,Sport-100,1
18597,Sport-100,1
23775,Sport-100,1
18046,Sport-100,1
16162,Sport-100,1
16790,Sport-100,1
14906,Sport-100,1
24865,Sport-100,1
11138,Sport-100,1
13099,Sport-100,1
14355,Sport-100,1
22353,Sport-100,1
23058,Sport-100,1
12933,Sport-100,1
14894,Sport-100,1
14189,Sport-100,1
13638,Sport-100,1
25404,Sport-100,1
11677,Sport-100,1
24853,Sport-100,1
27686,Sport-100,1
25725,Sport-100,1
13301,Sport-100,1
11494,Sport-100,1
23965,Sport-100,1
22004,Sport-100,1
16980,Sport-100,1
28225,Sport-100,1
25713,Sport-100,1
20031,Sport-100,1
23248,Sport-100,1
21287,Sport-100,1
16814,Sport-100,1
15084,Sport-100,1
14533,Sport-100,1
11867,Sport-100,1
23787,Sport-100,1
20570,Sport-100,1
18763,Sport-100,1
18058,Sport-100,1
23958,Sport-100,1
17678,Sport-100,1
14538,Sport-100,1
15794,Sport-100,1
13282,Sport-100,1
27667,Sport-100,1
11475,Sport-100,1
23241,Sport-100,1
24497,Sport-100,1
18768,Sport-100,1
20729,Sport-100,1
22690,Sport-100,1
18217,Sport-100,1
26245,Sport-100,1
29462,Sport-100,1
13270,Sport-100,1
16487,Sport-100,1
26950,Sport-100,1
21973,Sport-100,1
18051,Sport-100,1
21085,Sport-100,1
18419,Sport-100,1
17868,Sport-100,1
27152,Sport-100,1
29113,Sport-100,1
12216,Sport-100,1
26601,Sport-100,1
27857,Sport-100,1
25896,Sport-100,1
11665,Sport-100,1
25392,Sport-100,1
14882,Sport-100,1
22175,Sport-100,1
21624,Sport-100,1
19112,Sport-100,1
28396,Sport-100,1
25884,Sport-100,1
24675,Sport-100,1
12204,Sport-100,1
25380,Sport-100,1
21458,Sport-100,1
23419,Sport-100,1
15255,Sport-100,1
28935,Sport-100,1
27128,Sport-100,1
12743,Sport-100,1
26423,Sport-100,1
28384,Sport-100,1
16605,Sport-100,1
13619,Sport-100,1
25385,Sport-100,1
24834,Sport-100,1
19105,Sport-100,1
18400,Sport-100,1
22322,Sport-100,1
27133,Sport-100,1
13453,Sport-100,1
25373,Sport-100,1
22861,Sport-100,1
20900,Sport-100,1
26416,Sport-100,1
28377,Sport-100,1
15402,Sport-100,1
14697,Sport-100,1
27489,Sport-100,1
16321,Sport-100,1
26784,Sport-100,1
26233,Sport-100,1
13809,Sport-100,1
11297,Sport-100,1
21256,Sport-100,1
20551,Sport-100,1
16309,Sport-100,1
26067,Sport-100,1
28028,Sport-100,1
11836,Sport-100,1
25012,Sport-100,1
21795,Sport-100,1
18027,Sport-100,1
16771,Sport-100,1
13631,Sport-100,1
15592,Sport-100,1
29272,Sport-100,1
13080,Sport-100,1
12375,Sport-100,1
20373,Sport-100,1
23590,Sport-100,1
11824,Sport-100,1
17861,Sport-100,1
11290,Sport-100,1
14507,Sport-100,1
12546,Sport-100,1
16468,Sport-100,1
24466,Sport-100,1
22505,Sport-100,1
11995,Sport-100,1
23761,Sport-100,1
18032,Sport-100,1
27470,Sport-100,1
15046,Sport-100,1
29431,Sport-100,1
13085,Sport-100,1
23749,Sport-100,1
11278,Sport-100,1
25005,Sport-100,1
19276,Sport-100,1
16764,Sport-100,1
19981,Sport-100,1
28714,Sport-100,1
15034,Sport-100,1
11112,Sport-100,1
24288,Sport-100,1
18559,Sport-100,1
22144,Sport-100,1
18927,Sport-100,1
18376,Sport-100,1
15236,Sport-100,1
25699,Sport-100,1
14685,Sport-100,1
13980,Sport-100,1
28365,Sport-100,1
21427,Sport-100,1
23388,Sport-100,1
19466,Sport-100,1
20171,Sport-100,1
16480,Sport-100,1
26943,Sport-100,1
13968,Sport-100,1
26392,Sport-100,1
15224,Sport-100,1
13263,Sport-100,1
23222,Sport-100,1
24478,Sport-100,1
18749,Sport-100,1
22671,Sport-100,1
21966,Sport-100,1
21415,Sport-100,1
28738,Sport-100,1
28187,Sport-100,1
15763,Sport-100,1
27482,Sport-100,1
20330,Sport-100,1
17664,Sport-100,1
26397,Sport-100,1
15383,Sport-100,1
11461,Sport-100,1
13422,Sport-100,1
25846,Sport-100,1
14678,Sport-100,1
29063,Sport-100,1
14127,Sport-100,1
19613,Sport-100,1
28897,Sport-100,1
13961,Sport-100,1
23920,Sport-100,1
20703,Sport-100,1
18896,Sport-100,1
16935,Sport-100,1
14500,Sport-100,1
15756,Sport-100,1
25668,Sport-100,1
13244,Sport-100,1
16124,Sport-100,1
13612,Sport-100,1
29253,Sport-100,1
12356,Sport-100,1
22315,Sport-100,1
11805,Sport-100,1
19803,Sport-100,1
23020,Sport-100,1
19098,Sport-100,1
16586,Sport-100,1
15407,Sport-100,1
12895,Sport-100,1
14856,Sport-100,1
26575,Sport-100,1
11639,Sport-100,1
26024,Sport-100,1
23559,Sport-100,1
22854,Sport-100,1
21047,Sport-100,1
16574,Sport-100,1
28370,Sport-100,1
12178,Sport-100,1
16100,Sport-100,1
15395,Sport-100,1
27819,Sport-100,1
20881,Sport-100,1
22137,Sport-100,1
24098,Sport-100,1
28695,Sport-100,1
15566,Sport-100,1
27990,Sport-100,1
25525,Sport-100,1
18540,Sport-100,1
19796,Sport-100,1
21757,Sport-100,1
16105,Sport-100,1
13593,Sport-100,1
26017,Sport-100,1
14849,Sport-100,1
27273,Sport-100,1
13042,Sport-100,1
24257,Sport-100,1
22296,Sport-100,1
23552,Sport-100,1
15388,Sport-100,1
27812,Sport-100,1
14837,Sport-100,1
24091,Sport-100,1
12325,Sport-100,1
22835,Sport-100,1
17106,Sport-100,1
22284,Sport-100,1
20323,Sport-100,1
23203,Sport-100,1
12693,Sport-100,1
20691,Sport-100,1
23908,Sport-100,1
17474,Sport-100,1
13783,Sport-100,1
11271,Sport-100,1
16449,Sport-100,1
22486,Sport-100,1
20679,Sport-100,1
28002,Sport-100,1
13066,Sport-100,1
16283,Sport-100,1
26746,Sport-100,1
13771,Sport-100,1
11810,Sport-100,1
23730,Sport-100,1
11259,Sport-100,1
20513,Sport-100,1
29246,Sport-100,1
21389,Sport-100,1
24606,Sport-100,1
18172,Sport-100,1
28866,Sport-100,1
15186,Sport-100,1
11418,Sport-100,1
23889,Sport-100,1
18160,Sport-100,1
13764,Sport-100,1
26188,Sport-100,1
15725,Sport-100,1
24979,Sport-100,1
14469,Sport-100,1
11957,Sport-100,1
21916,Sport-100,1
20660,Sport-100,1
16264,Sport-100,1
26727,Sport-100,1
28351,Sport-100,1
14120,Sport-100,1
11608,Sport-100,1
23374,Sport-100,1
12864,Sport-100,1
24079,Sport-100,1
18350,Sport-100,1
19606,Sport-100,1
26378,Sport-100,1
11442,Sport-100,1
14659,Sport-100,1
22657,Sport-100,1
12147,Sport-100,1
20145,Sport-100,1
20850,Sport-100,1
18338,Sport-100,1
16454,Sport-100,1
12686,Sport-100,1
13942,Sport-100,1
15903,Sport-100,1
23901,Sport-100,1
11430,Sport-100,1
15369,Sport-100,1
29049,Sport-100,1
16074,Sport-100,1
26537,Sport-100,1
25328,Sport-100,1
11601,Sport-100,1
25986,Sport-100,1
11050,Sport-100,1
24777,Sport-100,1
18343,Sport-100,1
17792,Sport-100,1
14101,Sport-100,1
25820,Sport-100,1
27781,Sport-100,1
24611,Sport-100,1
19587,Sport-100,1
26359,Sport-100,1
11423,Sport-100,1
25808,Sport-100,1
12128,Sport-100,1
22087,Sport-100,1
11791,Sport-100,1
11240,Sport-100,1
29227,Sport-100,1
26715,Sport-100,1
16252,Sport-100,1
15547,Sport-100,1
25506,Sport-100,1
13740,Sport-100,1
11074,Sport-100,1
21738,Sport-100,1
13574,Sport-100,1
25998,Sport-100,1
29215,Sport-100,1
14830,Sport-100,1
11062,Sport-100,1
24789,Sport-100,1
20316,Sport-100,1
25494,Sport-100,1
23533,Sport-100,1
17804,Sport-100,1
22982,Sport-100,1
24409,Sport-100,1
23704,Sport-100,1
21192,Sport-100,1
16719,Sport-100,1
18680,Sport-100,1
27413,Sport-100,1
26708,Sport-100,1
24243,Sport-100,1
22987,Sport-100,1
19924,Sport-100,1
12311,Sport-100,1
16233,Sport-100,1
26696,Sport-100,1
14272,Sport-100,1
25991,Sport-100,1
11760,Sport-100,1
11055,Sport-100,1
13016,Sport-100,1
18502,Sport-100,1
21719,Sport-100,1
19207,Sport-100,1
20831,Sport-100,1
16909,Sport-100,1
18319,Sport-100,1
27603,Sport-100,1
28859,Sport-100,1
13923,Sport-100,1
28308,Sport-100,1
15884,Sport-100,1
21370,Sport-100,1
18858,Sport-100,1
28847,Sport-100,1
15718,Sport-100,1
26335,Sport-100,1
22614,Sport-100,1
20653,Sport-100,1
23870,Sport-100,1
16885,Sport-100,1
13745,Sport-100,1
11233,Sport-100,1
13194,Sport-100,1
15877,Sport-100,1
26340,Sport-100,1
27596,Sport-100,1
12660,Sport-100,1
14621,Sport-100,1
24580,Sport-100,1
12109,Sport-100,1
17595,Sport-100,1
15160,Sport-100,1
27584,Sport-100,1
16416,Sport-100,1
26328,Sport-100,1
23863,Sport-100,1
22607,Sport-100,1
16878,Sport-100,1
18134,Sport-100,1
17583,Sport-100,1
15699,Sport-100,1
25658,Sport-100,1
27572,Sport-100,1
15148,Sport-100,1
24402,Sport-100,1
12636,Sport-100,1
27940,Sport-100,1
24219,Sport-100,1
25475,Sport-100,1
23514,Sport-100,1
17785,Sport-100,1
19041,Sport-100,1
29030,Sport-100,1
28479,Sport-100,1
13543,Sport-100,1
11582,Sport-100,1
19029,Sport-100,1
18324,Sport-100,1
29018,Sport-100,1
28313,Sport-100,1
16043,Sport-100,1
26506,Sport-100,1
27762,Sport-100,1
22080,Sport-100,1
24041,Sport-100,1
20273,Sport-100,1
12997,Sport-100,1
11036,Sport-100,1
22956,Sport-100,1
24212,Sport-100,1
18483,Sport-100,1
19739,Sport-100,1
17932,Sport-100,1
16048,Sport-100,1
13536,Sport-100,1
12280,Sport-100,1
21534,Sport-100,1
23495,Sport-100,1
17766,Sport-100,1
20983,Sport-100,1
27755,Sport-100,1
12819,Sport-100,1
14075,Sport-100,1
26499,Sport-100,1
16036,Sport-100,1
25290,Sport-100,1
21522,Sport-100,1
24739,Sport-100,1
20266,Sport-100,1
18305,Sport-100,1
16498,Sport-100,1
22595,Sport-100,1
19929,Sport-100,1
16866,Sport-100,1
26150,Sport-100,1
15687,Sport-100,1
28111,Sport-100,1
29367,Sport-100,1
27406,Sport-100,1
23134,Sport-100,1
21173,Sport-100,1
15675,Sport-100,1
13714,Sport-100,1
24929,Sport-100,1
11202,Sport-100,1
16688,Sport-100,1
14253,Sport-100,1
15509,Sport-100,1
17564,Sport-100,1
16385,Sport-100,1
13168,Sport-100,1
25088,Sport-100,1
18103,Sport-100,1
19359,Sport-100,1
17398,Sport-100,1
16847,Sport-100,1
26131,Sport-100,1
14963,Sport-100,1
29348,Sport-100,1
11195,Sport-100,1
26836,Sport-100,1
11900,Sport-100,1
25627,Sport-100,1
23666,Sport-100,1
21154,Sport-100,1
17386,Sport-100,1
14951,Sport-100,1
16207,Sport-100,1
12439,Sport-100,1
26119,Sport-100,1
11734,Sport-100,1
14063,Sport-100,1
27743,Sport-100,1
23317,Sport-100,1
18293,Sport-100,1
20254,Sport-100,1
21510,Sport-100,1
15307,Sport-100,1
14602,Sport-100,1
22600,Sport-100,1
21344,Sport-100,1
19537,Sport-100,1
20793,Sport-100,1
15141,Sport-100,1
16397,Sport-100,1
12629,Sport-100,1
13885,Sport-100,1
22588,Sport-100,1
24549,Sport-100,1
14761,Sport-100,1
12800,Sport-100,1
27185,Sport-100,1
24015,Sport-100,1
12249,Sport-100,1
11544,Sport-100,1
25271,Sport-100,1
21503,Sport-100,1
20247,Sport-100,1
14595,Sport-100,1
28275,Sport-100,1
23298,Sport-100,1
12788,Sport-100,1
24554,Sport-100,1
24003,Sport-100,1
17569,Sport-100,1
17018,Sport-100,1
28263,Sport-100,1
26302,Sport-100,1
27007,Sport-100,1
